Teams,Coach Name,Conference,,Wins,Losses,Games Dropping D2,WIN_PERC,Championship Criteria,Upset Twice,Winless March,Points,Points_RANK,SM,FGM,FGA,FGA/G,FG_PERC,FG_PERC_Rank,FGM/G,FGM/G_Rank,FG3sM,FG3sA,FG3_PERC,FG3_PERC_Rank,FG3M/G,FG3M/G_Rank,% of Points from 3,% of Points from 3_RANK,% of shots taken from 3,% of shots taken from 3_RANK,FTM,FTA,FT_PERC,FT_PERC_Rank,FTM/G,FTM/G_RANK,FTA/FGA,FTA/FGA Rank,Off_eff,Off_eff_rank,Offensive efficiency hybrid,Off_eff_hybrid_rank,OReb,OReb Rank,OReb chances,OReb chances Rank,DReb,DReb Rank,Rebounds,Rebounds Rank,Rebound Rate,Rebound Rate Rank,AST,AST Rank,AST/FGM,AST/FGM Rank,TO,TO Rank,STL,STL Rank,PF,PF_Rank,Foul Differential,Foul Differential Rank,Extra Scoring Chances,Extra Scoring Chances Rank,PTS_OFF_TURN,PTS_OFF_TURN_RANK,FST_BREAK,FST_BREAK_RANK,PTS_PAINT,PTS_PAINT_RANK,OPP_PPG,OPP_PPG_RANK,OPP_FGM,OPP_FGA,OPP_FGA/G,OPP_FG_PERC,OPP_FG_PERC_Rank,OPP_FGM/G,OPP_FGM/G_Rank,OPP_FG3sM,OPP_FG3sA,OPP_FG3_PERC,OPP_FG3_PERC_Rank,OPP_FG3M/G,OPP_FG3M/G_Rank,OPP_% of Points from 3,OPP_% of Points from 3 rank,OPP_% of shots taken from 3,OPP_% of shots taken from 3 Rank,Def_efficiency hybrid,Def_eff_hybrid_rank,OPP_OReb,OPP_OReb_RANK,OPP_OReb_rate,OPP_OReb_rate_rank,OPP_DReb,OPP_DReb_RANK,OPP_REBOUNDS,OPP_REBOUNDS_RANK,OPP_AST,OPP_AST_RANK,OPP_AST/FGM,OPP_AST/FGM_Rank,OPP_TO,OPP_TO_RANK,OPP_PF,OPP_PF_RANK,OPP_PTS_OFF_TURN,OPP_PTS_OFF_TURN_RANK,OPP_FST_BREAK,OPP_FST_BREAK_RANK,OPP_PTS_PAINT,OPP_PTS_PAINT_RANK,FGM_TOP7,FGA-Top7,FG3sM-Top7,FG3sA-Top7,FTM-Top7,FTA-Top7,FG_PERC-Top7,FG3_PERC-Top7,FT_PERC-Top7,OReb-Top7,DReb-Top7,Rebounds-Top7,AST-Top7,TO-Top7,STL-Top7,OReb-Top7-Total,DReb-Top7-Total,AST-Top7-Total,TO-Top7-Total,STL-Top7-Total,Points per Game-Top7,FGM-Top7-Perc,FGA-Top7-Perc,FG3sM-Top7-Perc,FG3sA-Top7-Perc,FTM-Top7-Perc,FTA-Top7-Perc,FG_PERC_Top7_per,FG3_PERC_Top7_per,FT_PERC_Top7_per,OReb-Top7-Perc,DReb-Top7-Perc,Rebounds-Top7-Perc,AST-Top7-Perc,TO-Top7-Perc,STL-Top7-Perc,Points-Top7-Perc,Start Percentage top 7,SOS_MED,SOS_MIN,SOS_MAX,SOS_STDEV,SOS_SUM,CLUTCH_FGM,CLUTCH_FGA,CLUTCH_FGPERC,CLUTCH_FG_RANK,CLUTCH_3FGM,CLUTCH_3FGA,CLUTCH_3FGPERC,CLUTCH_3_RANK,CLUTCH_FTM,CLUTCH_FTA,CLUTCH_FTPERC,CLUTCH_FT_RANK,CLUTCH_SM,CLUTCH_SM_RANK,CLUTCH_REB,CLUTCH_REB_RANK,OPP_CLTCH_REB,OPP_CLTCH_REB_RANK,CLTCH_OFF_REB,CLTCH_OFF_REB_RANK,OPP_CLTCH_OFF_REB,OPP_CLTCH_OFF_REB_RANK,CLTCH_TURN,CLTCH_TURN_RANK,CLTCH_OPP_TURN,CLTCH_OPP_TURN_RANK,CLTCH_STL,CLTCH_STL_RANK,TOP25_CLUTCH,OVERTIME_GAMES,STEAL_TURNOVER_RATIO,STEAL_TURNOVER_RATIO_RANK,Culture (coach record at school),Culture_rank,Coach Value,Coach Value Rank,Historical Value,Historical Value Rank,5 Year coach gap,5 Year coach gap rank,Average Ranking,Statistical Strength 
Houston,Kelvin Sampson,Big 12,,2,0,2,1,43,1,0,70,N/A,17.5,52,123,61.5,0.422764227642276,N/A,26,N/A,15,53,0.283018867924528,N/A,7.5,N/A,0.321428571428571,N/A,0.430894308943089,N/A,21,27,0.777777777777778,N/A,10.5,N/A,0.219512195121951,N/A,107.493857493857,N/A,0.983471074380165,N/A,13.5,N/A,0.364864864864865,N/A,25.5,N/A,39,N/A,0.545454545454545,N/A,14,N/A,0.538461538461538,N/A,12.5,N/A,11,N/A,18,N/A,-5,N/A,8.5,N/A,20.5,N/A,12,N/A,27,N/A,52.5,N/A,38,100,50,0.38,N/A,19,N/A,7,33,0.212121212121212,N/A,3.5,N/A,0.2,N/A,0.33,N/A,1.55140186915888,N/A,9,N/A,0.260869565217391,N/A,23.5,N/A,32.5,N/A,7,N/A,0.368421052631579,N/A,16.5,N/A,13,N/A,11,N/A,10,N/A,24,N/A,50,114,14,48,20,25,0.43859649122807,0.291666666666667,0.8,9,21.5,30.5,12.5,11.5,10,18,43,25,23,20,67,0.9615,0.9268,0.9333,0.9057,0.9524,0.9259,1.0374,1.0306,1.0286,0.6667,0.8431,0.7821,0.8929,0.92,0.9091,0.9571,1,-23.2382950459051,-32.0605018688741,-14.416088222936,12.4764845391033,-46.4765900918101,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.7818,30,181.713471179002,9,121.81,1,8,76,13.3333333333333,2
Houston Christian,Craig Doty,Southland,,1,1,1,0.5,-16,0,1,60,N/A,-18,24,55,55,0.436363636363636,N/A,24,N/A,7,22,0.318181818181818,N/A,7,N/A,0.35,N/A,0.4,N/A,5,14,0.357142857142857,N/A,5,N/A,0.254545454545455,N/A,90.6344410876133,N/A,0.859375,N/A,7,N/A,0.189189189189189,N/A,22,N/A,29,N/A,0.432835820895522,N/A,11,N/A,0.458333333333333,N/A,16,N/A,8,N/A,20,N/A,-7,N/A,-5,N/A,11,N/A,12,N/A,30,N/A,78,N/A,29,58,29,0.5,N/A,14.5,N/A,10,26,0.384615384615385,N/A,5,N/A,0.192307692307692,N/A,0.448275862068966,N/A,1.83783783783784,N/A,8,N/A,0.266666666666667,N/A,30,N/A,38,N/A,18,N/A,1.24137931034483,N/A,12,N/A,13,N/A,23,N/A,17,N/A,36,N/A,21,46,7,20,4,9,0.456521739130435,0.35,0.444444444444444,18,8,26,10,15,6,18,8,10,15,6,53,0.875,0.8364,1,0.9091,0.8,0.6429,1.0462,1.1,1.2444,2.5714,0.3636,0.8966,0.9091,0.9375,0.75,0.8833,1,-12.415638355218,-12.415638355218,-12.415638355218,–,-12.415638355218,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.3939,286,18.5210435238,259,6.555,332,0,88,292.333333333333,345
Howard,Kenny Blakeney,MEAC,,0,1,1,0,-13,0,1,67,N/A,-21,22,62,62,0.354838709677419,N/A,22,N/A,12,29,0.413793103448276,N/A,12,N/A,0.537313432835821,N/A,0.467741935483871,N/A,11,16,0.6875,N/A,11,N/A,0.258064516129032,N/A,95.9335624284078,N/A,0.861538461538462,N/A,10,N/A,0.24390243902439,N/A,18,N/A,28,N/A,0.373333333333333,N/A,17,N/A,0.772727272727273,N/A,13,N/A,5,N/A,21,N/A,-3,N/A,-3,N/A,12,N/A,3,N/A,16,N/A,88,N/A,34,61,61,0.557377049180328,N/A,34,N/A,10,19,0.526315789473684,N/A,10,N/A,0.340909090909091,N/A,0.311475409836066,N/A,1.3448275862069,N/A,16,N/A,0.470588235294118,N/A,31,N/A,47,N/A,16,N/A,0.470588235294118,N/A,16,N/A,18,N/A,15,N/A,25,N/A,46,N/A,22,58,12,28,11,16,0.379310344827586,0.428571428571429,0.6875,8,16,24,17,12,5,8,16,17,12,5,67,1,0.9355,1,0.9655,1,1,1.069,1.0357,1,0.8,0.8889,0.8571,1,0.9231,1,1,1,8.89620612444,8.89620612444,8.89620612444,–,8.89620612444,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4294,266,12.7933570148,296,28.479,104,192,3,222,277
Idaho,Alex Pribble,Big Sky,,1,0,1,1,-13,0,1,83,N/A,2,29,58,58,0.5,N/A,29,N/A,11,28,0.392857142857143,N/A,11,N/A,0.397590361445783,N/A,0.482758620689655,N/A,14,19,0.736842105263158,N/A,14,N/A,0.327586206896552,N/A,121.772300469484,N/A,1.11290322580645,N/A,7,N/A,0.212121212121212,N/A,28,N/A,35,N/A,0.522388059701493,N/A,14,N/A,0.482758620689655,N/A,11,N/A,3,N/A,23,N/A,-4,N/A,-5,N/A,11,N/A,8,N/A,34,N/A,81,N/A,25,57,57,0.43859649122807,N/A,25,N/A,6,28,0.214285714285714,N/A,6,N/A,0.222222222222222,N/A,0.491228070175439,N/A,0.903225806451613,N/A,6,N/A,0.176470588235294,N/A,26,N/A,32,N/A,8,N/A,0.32,N/A,5,N/A,19,N/A,8,N/A,4,N/A,26,N/A,23,50,8,24,11,16,0.46,0.333333333333333,0.6875,7,23,30,14,8,3,7,23,14,8,3,65,0.7931,0.8621,0.7273,0.8571,0.7857,0.8421,0.92,0.8485,0.933,1,0.8214,0.8571,1,0.7273,1,0.7831,1,45.017515014652,45.017515014652,45.017515014652,–,45.017515014652,1,5,20,128,0,1,0,96,1,5,20,127,-14,363,2,122,10,8,0,106,4,349,2,304,0,1,0,90,0,0,0,77,0.3939,286,26.1825314491333,213,9.241,300,0,88,178.071428571429,223
Idaho St.,Ryan Looney,Big Sky,,2,1,2,0.666666666666667,-13,0,1,64,282,-6.5,45,102,51,0.441176470588235,170,22.5,270,16,45,0.355555555555556,124,8,131,0.375,73,0.441176470588235,106,22,33,0.666666666666667,238,11,275,0.323529411764706,227,107.853050219077,196,0.972477064220183,176,11,176,0.379310344827586,69,19.5,300,30.5,278,0.535087719298246,102,11,243,0.488888888888889,226,14.5,244,5.5,249,15,69,2,112,-1,195,14,172,7.5,247,24,287,70.5,127,54,108,36,0.5,290,18,87,14,36,0.388888888888889,297,4.66666666666667,97,0.198581560283688,107,0.333333333333333,89,2.9047619047619,325,8.5,71,0.303571428571429,164,18,34,26.5,30,15.5,238,0.861111111111111,305,11,233,17,216,21.5,315,10.5,181,34,200,39,90,14,38,21,30,0.433333333333333,0.368421052631579,0.7,7,16.5,23.5,9.5,11.5,6,14,33,19,23,12,56.5,0.8667,0.8824,0.875,0.8444,0.9545,0.9091,0.9822,1.0362,1.05,0.6364,0.8462,0.7705,0.8636,0.7931,1.0909,0.8828,1,41.006942963504,35.143394408276,46.870491518732,8.2923098904366,82.013885927008,1,4,25,119,1,2,50,30,8,10,80,46,-14,363,1,134,4,77,0,106,1,265,1,250,0,1,0,90,0,0,0,77,0.3825,294,14.489940565,281,10.813,269,12,70,181.245614035088,230
Illinois,Brad Underwood,Big Ten,,2,0,2,1,43,1,0,113,N/A,50.5,76,138,69,0.550724637681159,N/A,38,N/A,28,68,0.411764705882353,N/A,14,N/A,0.371681415929204,N/A,0.492753623188406,N/A,46,58,0.793103448275862,N/A,23,N/A,0.420289855072464,N/A,155.604516662077,N/A,1.44,N/A,16,N/A,0.5,N/A,40,N/A,56,N/A,0.695652173913043,N/A,19,N/A,0.5,N/A,9.5,N/A,3,N/A,10.5,N/A,5,N/A,4,N/A,8,N/A,6,N/A,45,N/A,62.5,N/A,45,141,70.5,0.319148936170213,N/A,22.5,N/A,14,56,0.25,N/A,7,N/A,0.336,N/A,0.397163120567376,N/A,1.45454545454545,N/A,8.5,N/A,0.175257731958763,N/A,16,N/A,24.5,N/A,9,N/A,0.4,N/A,6,N/A,15.5,N/A,13,N/A,12,N/A,24,N/A,67,119,27,65,43,53,0.563025210084034,0.415384615384615,0.811320754716981,13,32.5,45.5,15,6.5,2.5,26,65,30,13,5,102,0.8816,0.8623,0.9643,0.9559,0.9348,0.9138,1.0223,1.0088,1.023,0.8125,0.8125,0.8125,0.7895,0.6842,0.8333,0.9027,1,72.2968909987219,38.2435212570747,106.350260740369,48.158737333143,144.593781997444,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6231,79,116.446973301069,25,72.011,12,13,68,38.6666666666667,17
Illinois Chicago,Rob Ehsan,Missouri Valley,,1,1,2,0.5,-13,0,1,82,N/A,8.5,48,111,55.5,0.432432432432432,N/A,24,N/A,20,57,0.350877192982456,N/A,10,N/A,0.365853658536585,N/A,0.513513513513514,N/A,48,57,0.842105263157895,N/A,24,N/A,0.513513513513514,N/A,116.213151927438,N/A,0.966666666666667,N/A,10.5,N/A,0.313432835820896,N/A,23,N/A,33.5,N/A,0.449664429530201,N/A,13.5,N/A,0.5625,N/A,15,N/A,10,N/A,19,N/A,1.5,N/A,-4.5,N/A,19,N/A,20,N/A,25,N/A,73.5,N/A,48,128,64,0.375,N/A,24,N/A,16,67,0.238805970149254,N/A,8,N/A,0.326530612244898,N/A,0.5234375,N/A,1.83606557377049,N/A,18,N/A,0.439024390243902,N/A,23,N/A,41,N/A,14.5,N/A,0.604166666666667,N/A,18,N/A,20.5,N/A,17,N/A,12,N/A,26,N/A,37,85,16,43,43,51,0.435294117647059,0.372093023255814,0.843137254901961,8.5,18.5,27,11,11.5,7.5,17,37,22,23,15,66.5,0.7708,0.7658,0.8,0.7544,0.8958,0.8947,1.0066,1.0605,1.0012,0.8095,0.8043,0.806,0.8148,0.7667,0.75,0.811,0.7,15.7501556670347,9.12062594155533,22.379685392514,9.37557084992846,31.5003113340693,3,8,37.5,88,2,7,28.5714285714286,76,2,2,100,1,-3,325,1,134,1.5,133,0.5,100,0,1,1,250,0.5,252,0,90,0,0,0,77,0.5455,141,45.6239445619333,127,9.362,299,0,88,144.071428571429,157
Illinois St.,Ryan Pedon,Missouri Valley,,0,1,1,0,-8,0,1,68,N/A,-4,27,62,62,0.435483870967742,N/A,27,N/A,8,26,0.307692307692308,N/A,8,N/A,0.352941176470588,N/A,0.419354838709677,N/A,6,11,0.545454545454545,N/A,6,N/A,0.17741935483871,N/A,102.040816326531,N/A,0.96875,N/A,9,N/A,0.230769230769231,N/A,27,N/A,36,N/A,0.507042253521127,N/A,11,N/A,0.407407407407407,N/A,11,N/A,4,N/A,20,N/A,-7,N/A,1,N/A,11,N/A,10,N/A,30,N/A,72,N/A,28,55,55,0.509090909090909,N/A,28,N/A,1,8,0.125,N/A,1,N/A,0.0416666666666667,N/A,0.145454545454545,N/A,0.934426229508197,N/A,5,N/A,0.15625,N/A,30,N/A,35,N/A,13,N/A,0.464285714285714,N/A,8,N/A,13,N/A,17,N/A,5,N/A,50,N/A,24,53,6,20,6,11,0.452830188679245,0.3,0.545454545454545,6,23,29,10,7,4,6,23,10,7,4,60,0.8889,0.8548,0.75,0.7692,1,1,1.0398,0.975,1,0.6667,0.8519,0.8056,0.9091,0.6364,1,0.8824,1,-5.84326589152,-5.84326589152,-5.84326589152,–,-5.84326589152,5,9,55.5555555555556,43,2,4,50,30,1,3,33.3333333333333,122,1,50,2,122,6,40,0,106,0,1,2,304,2,299,0,90,0,0,0,77,0.4752,224,26.0439952864,214,16.215,196,0,88,131.5,126
Incarnate Word,Shane Heirman,Southland,,0,1,1,0,-13,0,1,64,N/A,-34,23,59,59,0.389830508474576,N/A,23,N/A,6,26,0.230769230769231,N/A,6,N/A,0.28125,N/A,0.440677966101695,N/A,12,21,0.571428571428571,N/A,12,N/A,0.355932203389831,N/A,102.761721258831,N/A,0.912280701754386,N/A,7,N/A,0.166666666666667,N/A,13,N/A,20,N/A,0.317460317460317,N/A,8,N/A,0.347826086956522,N/A,5,N/A,7,N/A,22,N/A,-4,N/A,4,N/A,15,N/A,0,N/A,22,N/A,98,N/A,29,48,48,0.604166666666667,N/A,29,N/A,13,25,0.52,N/A,13,N/A,0.397959183673469,N/A,0.520833333333333,N/A,1.57777777777778,N/A,8,N/A,0.380952380952381,N/A,35,N/A,43,N/A,22,N/A,0.758620689655172,N/A,10,N/A,18,N/A,6,N/A,15,N/A,26,N/A,21,55,6,26,11,20,0.381818181818182,0.230769230769231,0.55,6,12,18,8,4,6,6,12,8,4,6,59,0.913,0.9322,1,1,0.9167,0.9524,0.9794,1,0.9625,0.8571,0.9231,0.9,1,0.8,0.8571,0.9219,1,-26.9471946651667,-26.9471946651667,-26.9471946651667,–,-26.9471946651667,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.3971,284,24.1372788555333,226,15.866,200,0,88,236.666666666667,289
Indiana,Darian DeVries,Big Ten,,1,0,1,1,-5,0,0,98,N/A,47,36,58,58,0.620689655172414,N/A,36,N/A,10,24,0.416666666666667,N/A,10,N/A,0.306122448979592,N/A,0.413793103448276,N/A,16,16,1,N/A,16,N/A,0.275862068965517,N/A,139.920045688178,N/A,1.3015873015873,N/A,6,N/A,0.272727272727273,N/A,36,N/A,42,N/A,0.688524590163934,N/A,23,N/A,0.638888888888889,N/A,11,N/A,7,N/A,17,N/A,-3,N/A,3,N/A,16,N/A,11,N/A,52,N/A,51,N/A,18,53,53,0.339622641509434,N/A,18,N/A,5,15,0.333333333333333,N/A,5,N/A,0.294117647058824,N/A,0.283018867924528,N/A,0.672131147540984,N/A,3,N/A,0.0769230769230769,N/A,16,N/A,19,N/A,9,N/A,0.5,N/A,11,N/A,14,N/A,9,N/A,4,N/A,20,N/A,35,51,10,22,14,14,0.686274509803922,0.454545454545455,1,4,30,34,21,11,7,4,30,21,11,7,94,0.9722,0.8793,1,0.9167,0.875,0.875,1.1057,1.0909,1,0.6667,0.8333,0.8095,0.913,1,1,0.9592,1,29.924688695843,29.924688695843,29.924688695843,–,29.924688695843,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,99.0930604746952,33,15.516,205,0,88,79.6666666666667,46
Indiana St.,Matthew Graves,Missouri Valley,,0,1,1,0,-16,0,1,76,N/A,-16,27,57,57,0.473684210526316,N/A,27,N/A,7,26,0.269230769230769,N/A,7,N/A,0.276315789473684,N/A,0.456140350877193,N/A,15,21,0.714285714285714,N/A,15,N/A,0.368421052631579,N/A,115.853658536585,N/A,1.03389830508475,N/A,8,N/A,0.228571428571429,N/A,16,N/A,24,N/A,0.347826086956522,N/A,19,N/A,0.703703703703704,N/A,10,N/A,6,N/A,20,N/A,-4,N/A,-12,N/A,3,N/A,4,N/A,40,N/A,92,N/A,31,65,65,0.476923076923077,N/A,31,N/A,10,21,0.476190476190476,N/A,10,N/A,0.326086956521739,N/A,0.323076923076923,N/A,1.26315789473684,N/A,18,N/A,0.529411764705882,N/A,27,N/A,45,N/A,13,N/A,0.419354838709677,N/A,8,N/A,16,N/A,5,N/A,11,N/A,36,N/A,24,51,7,23,15,21,0.470588235294118,0.304347826086957,0.714285714285714,6,15,21,19,9,5,6,15,19,9,5,70,0.8889,0.8947,1,0.8846,1,1,0.9935,1.1304,1,0.75,0.9375,0.875,1,0.9,0.8333,0.9211,1,-17.053501586454,-17.053501586454,-17.053501586454,–,-17.053501586454,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4242,269,-5.9136799536,351,26.519,119,0,88,246.333333333333,305
Iona,Dan Geriot,MAAC,,1,0,1,1,-18,0,1,81,N/A,8,27,60,60,0.45,N/A,27,N/A,9,26,0.346153846153846,N/A,9,N/A,0.333333333333333,N/A,0.433333333333333,N/A,18,27,0.666666666666667,N/A,18,N/A,0.45,N/A,112.625139043382,N/A,0.984375,N/A,11,N/A,0.305555555555556,N/A,24,N/A,35,N/A,0.472972972972973,N/A,16,N/A,0.592592592592593,N/A,15,N/A,8,N/A,17,N/A,7,N/A,-3,N/A,22,N/A,20,N/A,32,N/A,73,N/A,28,63,63,0.444444444444444,N/A,28,N/A,7,25,0.28,N/A,7,N/A,0.287671232876712,N/A,0.396825396825397,N/A,0.984375,N/A,14,N/A,0.368421052631579,N/A,25,N/A,39,N/A,12,N/A,0.428571428571429,N/A,15,N/A,24,N/A,18,N/A,9,N/A,40,N/A,24,57,9,26,17,25,0.421052631578947,0.346153846153846,0.68,6,19,25,15,11,7,6,19,15,11,7,74,0.8889,0.95,1,1,0.9444,0.9259,0.9357,1,1.02,0.5455,0.7917,0.7143,0.9375,0.7333,0.875,0.9136,1,34.93223739,34.93223739,34.93223739,–,34.93223739,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,60.756409,80,30.601,92,0,88,57.6666666666667,31
Iowa,Ben McCollum,Big Ten,,2,0,2,1,21,1,0,89,N/A,25.5,55,97,48.5,0.567010309278351,N/A,27.5,N/A,17,40,0.425,N/A,8.5,N/A,0.286516853932584,N/A,0.412371134020619,N/A,51,64,0.796875,N/A,25.5,N/A,0.65979381443299,N/A,144.199611147116,N/A,1.25742574257426,N/A,7,N/A,0.285714285714286,N/A,19,N/A,26,N/A,0.490566037735849,N/A,21,N/A,0.763636363636364,N/A,9,N/A,9.5,N/A,19,N/A,5.5,N/A,7,N/A,28.5,N/A,12.5,N/A,36,N/A,63.5,N/A,42,95,47.5,0.442105263157895,N/A,21,N/A,16,39,0.41025641025641,N/A,8,N/A,0.377952755905512,N/A,0.410526315789474,N/A,2.12765957446809,N/A,9.5,N/A,0.333333333333333,N/A,17.5,N/A,27,N/A,9,N/A,0.428571428571429,N/A,18.5,N/A,24.5,N/A,6.5,N/A,1,N/A,22,N/A,47,77,16,33,32,43,0.61038961038961,0.484848484848485,0.744186046511628,6,12,18,20,7,9,12,24,40,14,18,71,0.8545,0.7938,0.9412,0.825,0.6275,0.6719,1.0765,1.1408,0.9339,0.8571,0.6316,0.6923,0.9524,0.7778,0.9474,0.7978,0.8,-6.332289322954,-35.481185276082,22.816606630174,41.2227639851158,-12.664578645908,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,80.2996981178,51,21.863,146,0,88,66,36
Iowa St.,TJ Otzelberger,Big 12,,3,0,3,1,41,1,0,95.3333333333333,32,31.3333333333333,107,203,67.6666666666667,0.527093596059113,34,35.6666666666667,11,29,80,0.3625,119,9.66666666666667,73,0.304195804195804,168,0.394088669950739,189,43,63,0.682539682539683,218,14.3333333333333,202,0.310344827586207,235,134.956587391468,35,1.25906735751295,24,13.3333333333333,87,0.373831775700934,74,25,151,38.3333333333333,128,0.547619047619048,73,19.6666666666667,31,0.551401869158879,154,10,78,12.3333333333333,14,9,17,12,4,15,6,26.6666666666667,14,13.3333333333333,109,48.6666666666667,17,64,66,67,159,53,0.421383647798742,149,22.3333333333333,153,21,66,0.318181818181818,180,7,200,0.328125,267,0.415094339622642,223,2.88819875776397,324,9.33333333333333,106,0.271844660194175,111,22.3333333333333,113,31.6666666666666,96,10.3333333333333,84,0.462686567164178,87,21,8,21,85,8,45,5.66666666666667,75,25.3333333333333,75,91,167,20,61,40,57,0.544910179640719,0.327868852459016,0.701754385964912,13,21.3333333333333,34.3333333333333,13.6666666666667,6.33333333333333,11,39,64,41,19,33,80.6666666666667,0.8505,0.8227,0.6897,0.7625,0.9302,0.9048,1.0338,0.9045,1.0282,0.975,0.8533,0.8957,0.6949,0.6333,0.8919,0.8462,1,11.7107717169805,-7.84008705392352,36.7224211176425,22.3369492805171,40.5931057806995,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6853,58,93.0998826546485,38,49.599,38,0,88,104.586956521739,72
IU Indy,Ben Howlett,Horizon,,0,3,3,0,-16,0,1,90.6666666666667,53,-17.3333333333333,104,234,78,0.444444444444444,160,34.6666666666667,16,25,91,0.274725274725275,259,8.33333333333333,129,0.275735294117647,218,0.388888888888889,200,39,53,0.735849056603774,133,13,232,0.226495726495726,309,106.599780529864,207,0.978991596638655,173,13.3333333333333,87,0.291970802919708,206,17,339,30.3333333333333,284,0.387234042553191,333,18.3333333333333,52,0.528846153846152,181,14.6666666666667,255,12.3333333333333,14,27.6666666666667,352,-13,361,1.9999999999999,145,23,30,13,111,45.3333333333333,31,108,361,112,196,65.3333333333333,0.571428571428571,360,37.3333333333333,360,18,57,0.315789473684211,169,6,141,0.166666666666667,79,0.290816326530612,42,3.76165803108808,362,15.6666666666667,322,0.479591836734694,354,32.3333333333333,340,48,346,18.3333333333333,307,0.491071428571428,115,19,18,14.6666666666667,292,20.3333333333333,304,23,348,60,362,94,199,19,68,33,46,0.472361809045226,0.279411764705882,0.717391304347826,7,13,20,16.3333333333333,10.3333333333333,11.3333333333333,21,39,49,31,34,80,0.9038,0.8504,0.76,0.7473,0.8462,0.8679,1.0628,1.0171,0.9749,0.525,0.7647,0.6593,0.8909,0.7045,0.9189,0.8824,0.8,-9.35730662,-24.79364362,88.52221574,61.4534585138686,54.3712655,3,10,30,111,0,5,0,96,0,0,0,128,-5,339,8,15,4,77,3,18,0,1,2,304,1,254,0,90,0,0,0,77,0,349,4.295738,321,2.264,353,0,88,207.754385964912,261
Jackson St.,Mo Williams,SWAC,,0,2,2,0,-13,0,1,62.5,N/A,-47,44,125,62.5,0.352,N/A,22,N/A,18,56,0.321428571428571,N/A,9,N/A,0.432,N/A,0.448,N/A,19,30,0.633333333333333,N/A,9.5,N/A,0.24,N/A,85.9933957072097,N/A,0.773722627737226,N/A,5.5,N/A,0.129411764705882,N/A,18.5,N/A,24,N/A,0.30379746835443,N/A,7.5,N/A,0.340909090909091,N/A,11.5,N/A,8.5,N/A,14,N/A,-2.5,N/A,-13,N/A,10,N/A,11,N/A,23,N/A,109.5,N/A,75,140,70,0.535714285714286,N/A,37.5,N/A,27,70,0.385714285714286,N/A,13.5,N/A,0.36986301369863,N/A,0.5,N/A,2.78740157480315,N/A,18,N/A,0.493150684931507,N/A,37,N/A,55,N/A,23.5,N/A,0.626666666666667,N/A,11,N/A,11.5,N/A,14.5,N/A,8.5,N/A,46,N/A,43,112,17,47,18,28,0.383928571428571,0.361702127659574,0.642857142857143,3.5,14.5,18,6.5,9,6,7,29,13,18,12,60.5,0.9773,0.896,0.9444,0.8393,0.9474,0.9333,1.0907,1.1253,1.015,0.6364,0.7838,0.75,0.8667,0.7826,0.7059,0.968,0.9,-2.7975314241117,-49.6429675328447,44.0479046846213,66.2494510802525,-5.5950628482234,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4444,253,-13.9906329670667,357,13.863,225,0,88,278.333333333333,336
